"Step","benford2 - test_arithmetic_perfect","benford2 - test_arithmetic_perfect__MIN","benford2 - test_arithmetic_perfect__MAX"
"2189","80.09","80.09","80.09"
"2190","79.73","79.73","79.73"
"2191","79.82","79.82","79.82"
"2192","80.42","80.42","80.42"
"2193","79.41","79.41","79.41"
"2194","79.05","79.05","79.05"
"2195","79.05","79.05","79.05"
"2196","78.64","78.64","78.64"
"2197","78.93","78.93","78.93"
"2198","79.41","79.41","79.41"
"2199","79.81","79.81","79.81"
"2200","79.23","79.23","79.23"
"2201","79.33","79.33","79.33"
"2202","79.92","79.92","79.92"
"2203","79.63","79.63","79.63"
"2204","79.11","79.11","79.11"
"2205","79.71","79.71","79.71"
"2206","79.5","79.5","79.5"
"2207","79.51","79.51","79.51"
"2208","79.33","79.33","79.33"
"2209","79.32","79.32","79.32"
"2210","79.94","79.94","79.94"
"2211","79.61","79.61","79.61"
"2212","79.93","79.93","79.93"
"2213","79.34","79.34","79.34"
"2214","79.92","79.92","79.92"
"2215","79.79","79.79","79.79"
"2216","79.62","79.62","79.62"
"2217","79.82","79.82","79.82"
"2218","79.71","79.71","79.71"
"2219","78.61","78.61","78.61"
"2220","79.99","79.99","79.99"
"2221","79.82","79.82","79.82"
"2222","79.4","79.4","79.4"
"2223","79.81","79.81","79.81"
"2224","79.8","79.8","79.8"
"2225","79.15","79.15","79.15"
"2226","79.52","79.52","79.52"
"2227","79.19","79.19","79.19"
"2228","79.03","79.03","79.03"
"2229","80.6","80.6","80.6"
"2230","80.58","80.58","80.58"
"2231","80.17","80.17","80.17"
"2232","79.23","79.23","79.23"
"2233","79.68","79.68","79.68"
"2234","80.02","80.02","80.02"
"2235","79.22","79.22","79.22"
"2236","80.21","80.21","80.21"
"2237","79.9","79.9","79.9"
"2238","79.32","79.32","79.32"
"2239","79.9","79.9","79.9"
"2240","80","80","80"
"2241","79.68","79.68","79.68"
"2242","79.39","79.39","79.39"
"2243","80.35","80.35","80.35"
"2244","80.11","80.11","80.11"
"2245","80.3","80.3","80.3"
"2246","79.62","79.62","79.62"
"2247","79.91","79.91","79.91"
"2248","80.02","80.02","80.02"
"2249","80.14","80.14","80.14"
"2250","79.13","79.13","79.13"
"2251","79.52","79.52","79.52"
"2252","80.29","80.29","80.29"
"2253","79.67","79.67","79.67"
"2254","80.98","80.98","80.98"
"2255","79.96","79.96","79.96"
"2256","79.11","79.11","79.11"
"2257","80.38","80.38","80.38"
"2258","79.78","79.78","79.78"
"2259","79.69","79.69","79.69"
"2260","79.31","79.31","79.31"
"2261","80.03","80.03","80.03"
"2262","79.42","79.42","79.42"
"2263","80.2","80.2","80.2"
"2264","79.73","79.73","79.73"
"2265","79.77","79.77","79.77"
"2266","79.9","79.9","79.9"
"2267","79.43","79.43","79.43"
"2268","79.73","79.73","79.73"
"2269","79.9","79.9","79.9"
"2270","79.4","79.4","79.4"
"2271","78.92","78.92","78.92"
"2272","80.1","80.1","80.1"
"2273","79.7","79.7","79.7"
"2274","79.77","79.77","79.77"
"2275","79.99","79.99","79.99"
"2276","79.47","79.47","79.47"
"2277","79.2","79.2","79.2"
"2278","80.48","80.48","80.48"
"2279","79.78","79.78","79.78"
"2280","79.32","79.32","79.32"
"2281","80","80","80"
"2282","79.6","79.6","79.6"
"2283","80.22","80.22","80.22"
"2284","80.06","80.06","80.06"
"2285","79.71","79.71","79.71"
"2286","78.93","78.93","78.93"
"2287","80.02","80.02","80.02"
"2288","79.19","79.19","79.19"
"2289","79.78","79.78","79.78"
"2290","80.01","80.01","80.01"
"2291","80","80","80"
"2292","80.09","80.09","80.09"
"2293","80.09","80.09","80.09"
"2294","80.3","80.3","80.3"
"2295","79.78","79.78","79.78"
"2296","80.18","80.18","80.18"
"2297","79.78","79.78","79.78"
"2298","79.79","79.79","79.79"
"2299","79.21","79.21","79.21"
"2300","79.1","79.1","79.1"
"2301","79.32","79.32","79.32"
"2302","79.68","79.68","79.68"
"2303","79.7","79.7","79.7"
"2304","79.91","79.91","79.91"
"2305","79.66","79.66","79.66"
"2306","80.32","80.32","80.32"
"2307","79.97","79.97","79.97"
"2308","78.82","78.82","78.82"
"2309","79.11","79.11","79.11"
"2310","79.72","79.72","79.72"
"2311","79.31","79.31","79.31"
"2312","79.61","79.61","79.61"
"2313","78.14","78.14","78.14"
"2314","79.61","79.61","79.61"
"2315","79.03","79.03","79.03"
"2316","80.75","80.75","80.75"
"2317","80.09","80.09","80.09"
"2318","79.89","79.89","79.89"
"2319","79.6","79.6","79.6"
"2320","80.13","80.13","80.13"
"2321","79.81","79.81","79.81"
"2322","79.12","79.12","79.12"
"2323","78.53","78.53","78.53"
"2324","79.69","79.69","79.69"
"2325","80.77","80.77","80.77"
"2326","79.7","79.7","79.7"
"2327","79.43","79.43","79.43"
"2328","80.47","80.47","80.47"
"2329","80.19","80.19","80.19"
"2330","80.31","80.31","80.31"
"2331","79.95","79.95","79.95"
"2332","79.8","79.8","79.8"
"2333","79.82","79.82","79.82"
"2334","80.08","80.08","80.08"
"2335","79.74","79.74","79.74"
"2336","79.02","79.02","79.02"
"2337","79.51","79.51","79.51"
"2338","79.6","79.6","79.6"
"2339","79.49","79.49","79.49"
"2340","79.69","79.69","79.69"
"2341","80.01","80.01","80.01"
"2342","80.6","80.6","80.6"
"2343","80.12","80.12","80.12"
"2344","79.65","79.65","79.65"
"2345","79.92","79.92","79.92"
"2346","79.61","79.61","79.61"
"2347","79.91","79.91","79.91"
"2348","79.71","79.71","79.71"
"2349","80.19","80.19","80.19"
"2350","79.98","79.98","79.98"
"2351","79.39","79.39","79.39"
"2352","80.49","80.49","80.49"
"2353","79.92","79.92","79.92"
"2354","80.08","80.08","80.08"
"2355","80.4","80.4","80.4"
"2356","79.3","79.3","79.3"
"2357","79.98","79.98","79.98"
"2358","80.09","80.09","80.09"
"2359","79.19","79.19","79.19"
"2360","79.77","79.77","79.77"
"2361","80.49","80.49","80.49"
"2362","80.12","80.12","80.12"
"2363","80","80","80"
"2364","79.9","79.9","79.9"
"2365","79.59","79.59","79.59"
"2366","79.79","79.79","79.79"
"2367","79.99","79.99","79.99"
"2368","79.88","79.88","79.88"
"2369","80.88","80.88","80.88"
"2370","79.3","79.3","79.3"
"2371","80.01","80.01","80.01"
"2372","78.51","78.51","78.51"
"2373","79.97","79.97","79.97"
"2374","79.81","79.81","79.81"
"2375","79.83","79.83","79.83"
"2376","80.01","80.01","80.01"
"2377","80.57","80.57","80.57"
"2378","80.08","80.08","80.08"
"2379","80.1","80.1","80.1"
"2380","79.81","79.81","79.81"
"2381","79.88","79.88","79.88"
"2382","80","80","80"
"2383","80.08","80.08","80.08"
"2384","80.17","80.17","80.17"
"2385","80.06","80.06","80.06"
"2386","79.69","79.69","79.69"
"2387","80.3","80.3","80.3"
"2388","79.9","79.9","79.9"
"2389","80","80","80"
"2390","80.49","80.49","80.49"
"2391","80.87","80.87","80.87"
"2392","79.71","79.71","79.71"
"2393","80.59","80.59","80.59"
"2394","80.88","80.88","80.88"
"2395","79.41","79.41","79.41"
"2396","79.81","79.81","79.81"
"2397","80.19","80.19","80.19"
"2398","80.37","80.37","80.37"
"2399","80.66","80.66","80.66"
"2400","79.47","79.47","79.47"
"2401","79.95","79.95","79.95"
"2402","79.78","79.78","79.78"
"2403","79.03","79.03","79.03"
"2404","79.79","79.79","79.79"
"2405","79.71","79.71","79.71"
"2406","79.99","79.99","79.99"
"2407","80.56","80.56","80.56"
"2408","79.6","79.6","79.6"
"2409","80.71","80.71","80.71"
"2410","80.79","80.79","80.79"
"2411","79.98","79.98","79.98"
"2412","79.81","79.81","79.81"
"2413","79.42","79.42","79.42"
"2414","80.11","80.11","80.11"
"2415","79.8","79.8","79.8"
"2416","80.21","80.21","80.21"
"2417","79.3","79.3","79.3"
"2418","80.47","80.47","80.47"
"2419","80.47","80.47","80.47"
"2420","80.89","80.89","80.89"
"2421","80.49","80.49","80.49"
"2422","80.2","80.2","80.2"
"2423","80.75","80.75","80.75"
"2424","80.67","80.67","80.67"
"2425","80.76","80.76","80.76"
"2426","80.36","80.36","80.36"
"2427","80.86","80.86","80.86"
"2428","79.6","79.6","79.6"
"2429","80.38","80.38","80.38"
"2430","80.57","80.57","80.57"
"2431","79.48","79.48","79.48"
"2432","79.58","79.58","79.58"
"2433","80.77","80.77","80.77"
"2434","80.19","80.19","80.19"
"2435","80.17","80.17","80.17"
"2436","79.49","79.49","79.49"
"2437","80.17","80.17","80.17"
"2438","80.26","80.26","80.26"
"2439","79.12","79.12","79.12"
"2440","80.18","80.18","80.18"
"2441","80.68","80.68","80.68"
"2442","80.28","80.28","80.28"
"2443","80.19","80.19","80.19"
"2444","80.78","80.78","80.78"
"2445","80.56","80.56","80.56"
"2446","80.29","80.29","80.29"
"2447","80.56","80.56","80.56"
"2448","80.27","80.27","80.27"
"2449","80.09","80.09","80.09"
"2450","80.1","80.1","80.1"
"2451","80.6","80.6","80.6"
"2452","80.47","80.47","80.47"
"2453","80.6","80.6","80.6"
"2454","80.02","80.02","80.02"
"2455","80.5","80.5","80.5"
"2456","80.01","80.01","80.01"
"2457","80.07","80.07","80.07"
"2458","80.33","80.33","80.33"
"2459","81.53","81.53","81.53"
"2460","80.61","80.61","80.61"
"2461","80.45","80.45","80.45"
"2462","80.29","80.29","80.29"
"2463","80.21","80.21","80.21"
"2464","80.58","80.58","80.58"
"2465","78.86","78.86","78.86"
"2466","80.09","80.09","80.09"
"2467","79.89","79.89","79.89"
"2468","80.48","80.48","80.48"
"2469","80.97","80.97","80.97"
"2470","79.82","79.82","79.82"
"2471","79.91","79.91","79.91"
"2472","80.09","80.09","80.09"
"2473","79.91","79.91","79.91"
"2474","80.2","80.2","80.2"
"2475","80.61","80.61","80.61"
"2476","80.02","80.02","80.02"
"2477","80.32","80.32","80.32"
"2478","80.8","80.8","80.8"
"2479","80.69","80.69","80.69"
"2480","80.02","80.02","80.02"
"2481","81.18","81.18","81.18"
"2482","80.96","80.96","80.96"
"2483","81.58","81.58","81.58"
"2484","80.6","80.6","80.6"
"2485","79.6","79.6","79.6"
"2486","80.97","80.97","80.97"
"2487","80.4","80.4","80.4"
"2488","80.56","80.56","80.56"
"2489","80.17","80.17","80.17"
"2490","80.2","80.2","80.2"
"2491","80.78","80.78","80.78"
"2492","79.98","79.98","79.98"
"2493","80.78","80.78","80.78"
"2494","79.82","79.82","79.82"
"2495","80.89","80.89","80.89"
"2496","80.59","80.59","80.59"
"2497","80.96","80.96","80.96"
"2498","80.51","80.51","80.51"
"2499","80.58","80.58","80.58"
"2500","80.39","80.39","80.39"
"2501","80.66","80.66","80.66"
"2502","80.48","80.48","80.48"
"2503","80.29","80.29","80.29"
"2504","80.07","80.07","80.07"
"2505","80.27","80.27","80.27"
"2506","79.61","79.61","79.61"
"2507","80.57","80.57","80.57"
"2508","81.46","81.46","81.46"
"2509","80.29","80.29","80.29"
"2510","79.69","79.69","79.69"
"2511","80.57","80.57","80.57"
"2512","80.37","80.37","80.37"
"2513","80.32","80.32","80.32"
"2514","80.3","80.3","80.3"
"2515","81.06","81.06","81.06"
"2516","80.87","80.87","80.87"
"2517","80.8","80.8","80.8"
"2518","80.16","80.16","80.16"
"2519","80.48","80.48","80.48"
"2520","80.11","80.11","80.11"
"2521","80.87","80.87","80.87"
"2522","80.75","80.75","80.75"
"2523","81.66","81.66","81.66"
"2524","79.89","79.89","79.89"
"2526","79.8","79.8","79.8"
"2527","79.52","79.52","79.52"
"2528","80.48","80.48","80.48"
"2529","79.9","79.9","79.9"
"2530","81.06","81.06","81.06"
"2531","80.79","80.79","80.79"
"2532","80.49","80.49","80.49"
"2533","80.82","80.82","80.82"
"2534","80.38","80.38","80.38"
"2535","80.29","80.29","80.29"
"2536","80.28","80.28","80.28"
"2537","80.6","80.6","80.6"
"2538","80.5","80.5","80.5"
"2539","80.31","80.31","80.31"
"2540","80.89","80.89","80.89"
"2541","80.02","80.02","80.02"
"2542","80.88","80.88","80.88"
"2543","80.68","80.68","80.68"
"2544","81.16","81.16","81.16"
"2545","80.23","80.23","80.23"
"2546","80.57","80.57","80.57"
"2547","81.08","81.08","81.08"
"2548","81.47","81.47","81.47"
"2549","80.88","80.88","80.88"
"2550","81.34","81.34","81.34"
"2551","80.98","80.98","80.98"
"2552","79.58","79.58","79.58"
"2553","81.25","81.25","81.25"
"2554","80.1","80.1","80.1"
"2555","80.37","80.37","80.37"
"2556","80.67","80.67","80.67"
"2557","80.54","80.54","80.54"
"2558","80.26","80.26","80.26"
"2559","81.25","81.25","81.25"
"2560","79.88","79.88","79.88"
"2561","81.09","81.09","81.09"
"2562","80.68","80.68","80.68"
"2563","79.87","79.87","79.87"
"2564","80.54","80.54","80.54"
"2565","80.37","80.37","80.37"
"2566","80.98","80.98","80.98"
"2567","80.78","80.78","80.78"
"2568","80.99","80.99","80.99"
"2569","80.78","80.78","80.78"
"2570","81.18","81.18","81.18"
"2571","80.58","80.58","80.58"
"2572","81.28","81.28","81.28"
"2573","80.09","80.09","80.09"
"2574","80.88","80.88","80.88"
"2575","81.44","81.44","81.44"
"2576","81.09","81.09","81.09"
"2577","81.17","81.17","81.17"
"2578","80.34","80.34","80.34"
"2579","80.37","80.37","80.37"
"2580","80.39","80.39","80.39"
"2581","80.76","80.76","80.76"
"2582","80.39","80.39","80.39"
"2583","80.28","80.28","80.28"
"2584","80.64","80.64","80.64"
"2585","80.38","80.38","80.38"
"2586","80.6","80.6","80.6"
"2587","81.26","81.26","81.26"
"2588","80.78","80.78","80.78"
"2589","81.49","81.49","81.49"
"2590","79.89","79.89","79.89"
"2591","80.9","80.9","80.9"
"2592","80.37","80.37","80.37"
"2593","79.79","79.79","79.79"
"2594","80.19","80.19","80.19"
"2595","81.1","81.1","81.1"
"2596","80.87","80.87","80.87"
"2597","80.67","80.67","80.67"
"2598","80.97","80.97","80.97"
"2599","80.79","80.79","80.79"
"2600","80.78","80.78","80.78"
"2601","80.7","80.7","80.7"
"2602","80.3","80.3","80.3"
"2603","80.57","80.57","80.57"
"2604","81.1","81.1","81.1"
"2605","80.9","80.9","80.9"
"2606","79.63","79.63","79.63"
"2607","80.38","80.38","80.38"
"2608","80.11","80.11","80.11"
"2609","80.21","80.21","80.21"
"2610","80.89","80.89","80.89"
"2611","80.51","80.51","80.51"
"2612","80.31","80.31","80.31"
"2613","80.29","80.29","80.29"
"2614","80.49","80.49","80.49"
"2615","79.98","79.98","79.98"
"2616","80.72","80.72","80.72"
"2617","80.88","80.88","80.88"
"2618","80.76","80.76","80.76"
"2619","80.96","80.96","80.96"
"2620","81.28","81.28","81.28"
"2621","80.57","80.57","80.57"
"2622","81.13","81.13","81.13"
"2623","80.27","80.27","80.27"
"2624","79.58","79.58","79.58"
"2625","80.08","80.08","80.08"
"2626","80.48","80.48","80.48"
"2627","80.48","80.48","80.48"
"2628","79.98","79.98","79.98"
"2629","80.75","80.75","80.75"
"2630","80.86","80.86","80.86"
"2631","80.22","80.22","80.22"
"2632","80.81","80.81","80.81"
"2633","80.31","80.31","80.31"
"2634","80.59","80.59","80.59"
"2635","80.46","80.46","80.46"
"2636","80.66","80.66","80.66"
"2637","80.7","80.7","80.7"
"2638","81.56","81.56","81.56"
"2639","80.85","80.85","80.85"
"2640","80.66","80.66","80.66"
"2641","81.46","81.46","81.46"
"2642","79.81","79.81","79.81"
"2643","81.09","81.09","81.09"
"2644","81.19","81.19","81.19"
"2645","81.1","81.1","81.1"
"2646","80.68","80.68","80.68"
"2647","81.18","81.18","81.18"
"2648","81.56","81.56","81.56"
"2649","80.57","80.57","80.57"
"2650","80.84","80.84","80.84"
"2651","81.48","81.48","81.48"
"2652","81.07","81.07","81.07"
"2653","82.23","82.23","82.23"
"2654","80.86","80.86","80.86"
"2655","81.17","81.17","81.17"
"2656","80.97","80.97","80.97"
"2657","80.61","80.61","80.61"
"2658","81.05","81.05","81.05"
"2659","81.17","81.17","81.17"
"2660","80.88","80.88","80.88"
"2661","80.96","80.96","80.96"
"2662","80.98","80.98","80.98"
"2663","81.05","81.05","81.05"
"2664","80.95","80.95","80.95"
"2665","80.86","80.86","80.86"
"2666","80.68","80.68","80.68"
"2667","80.88","80.88","80.88"
"2668","81.17","81.17","81.17"
"2669","80.97","80.97","80.97"
"2670","81.93","81.93","81.93"
"2671","81.17","81.17","81.17"
"2672","81.2","81.2","81.2"
"2673","80.89","80.89","80.89"
"2674","81.58","81.58","81.58"
"2675","81.26","81.26","81.26"
"2676","81.08","81.08","81.08"
"2677","80.57","80.57","80.57"
"2678","80.77","80.77","80.77"
"2679","80.69","80.69","80.69"
"2680","80.96","80.96","80.96"
"2681","80.4","80.4","80.4"
"2682","80.87","80.87","80.87"
"2683","80.38","80.38","80.38"
"2684","81.08","81.08","81.08"
"2685","80.69","80.69","80.69"
"2686","80.47","80.47","80.47"
"2687","80.37","80.37","80.37"
"2688","80.28","80.28","80.28"
"2689","80.57","80.57","80.57"
"2690","80.8","80.8","80.8"
"2691","81.87","81.87","81.87"
"2692","80.74","80.74","80.74"
"2693","80.28","80.28","80.28"
"2694","80.66","80.66","80.66"
"2695","80.99","80.99","80.99"
"2696","81.07","81.07","81.07"
"2697","81.68","81.68","81.68"
"2698","80.79","80.79","80.79"
"2699","81.69","81.69","81.69"
"2700","81.27","81.27","81.27"
"2701","81.25","81.25","81.25"
"2702","81.11","81.11","81.11"
"2703","81.67","81.67","81.67"
"2704","81.45","81.45","81.45"
"2705","80.57","80.57","80.57"
"2706","80.98","80.98","80.98"
"2707","81.23","81.23","81.23"
"2708","80.19","80.19","80.19"
"2709","79.79","79.79","79.79"
"2710","80.87","80.87","80.87"
"2711","81.08","81.08","81.08"
"2712","80.46","80.46","80.46"
"2713","80.86","80.86","80.86"
"2714","81.17","81.17","81.17"
"2715","81.18","81.18","81.18"
"2716","81.19","81.19","81.19"
"2717","81.45","81.45","81.45"
"2718","80.72","80.72","80.72"
"2719","80.97","80.97","80.97"
"2720","80.67","80.67","80.67"
"2721","80.2","80.2","80.2"
"2722","81.27","81.27","81.27"
"2723","80.39","80.39","80.39"
"2724","81.68","81.68","81.68"
"2725","81.57","81.57","81.57"
"2726","80.47","80.47","80.47"
"2727","80.95","80.95","80.95"
"2728","81.06","81.06","81.06"
"2729","81.47","81.47","81.47"
"2730","81.29","81.29","81.29"
"2731","82.94","82.94","82.94"
"2732","81.76","81.76","81.76"
"2733","81.55","81.55","81.55"
"2734","81.67","81.67","81.67"
"2735","81.57","81.57","81.57"
"2736","81.06","81.06","81.06"
"2737","80.77","80.77","80.77"
"2738","80.93","80.93","80.93"
"2739","80.85","80.85","80.85"
"2740","80.5","80.5","80.5"
"2741","81.36","81.36","81.36"
"2742","81.55","81.55","81.55"
"2743","81.24","81.24","81.24"
"2744","80.89","80.89","80.89"
"2745","80.85","80.85","80.85"
"2746","81.46","81.46","81.46"
"2747","80.87","80.87","80.87"
"2748","80.5","80.5","80.5"
"2749","81.4","81.4","81.4"
"2750","81.47","81.47","81.47"
"2751","81.27","81.27","81.27"
"2752","80.89","80.89","80.89"
"2753","81.45","81.45","81.45"
"2754","81.28","81.28","81.28"
"2755","81.42","81.42","81.42"
"2756","81.14","81.14","81.14"
"2757","80.25","80.25","80.25"
"2758","80.76","80.76","80.76"
"2759","80.7","80.7","80.7"
"2760","80.76","80.76","80.76"
"2761","80.76","80.76","80.76"
"2762","80.07","80.07","80.07"
"2763","80.68","80.68","80.68"
"2764","80.66","80.66","80.66"
"2765","80.28","80.28","80.28"
"2766","81.07","81.07","81.07"
"2767","80.22","80.22","80.22"
"2768","81","81","81"
"2769","81.87","81.87","81.87"
"2770","82.62","82.62","82.62"
"2771","82.36","82.36","82.36"
"2772","80.09","80.09","80.09"
"2773","80.7","80.7","80.7"
"2774","81.17","81.17","81.17"
"2775","81.01","81.01","81.01"
"2776","80.57","80.57","80.57"
"2777","80.91","80.91","80.91"
"2778","81.95","81.95","81.95"
"2779","81.06","81.06","81.06"
"2780","81.16","81.16","81.16"
"2781","81.97","81.97","81.97"
"2782","81.14","81.14","81.14"
"2783","81.35","81.35","81.35"
"2784","81.26","81.26","81.26"
"2785","80.71","80.71","80.71"
"2786","80.39","80.39","80.39"
"2787","81.25","81.25","81.25"
"2788","81.8","81.8","81.8"
"2789","81.06","81.06","81.06"
"2790","80.57","80.57","80.57"
"2791","81.07","81.07","81.07"
"2793","80.98","80.98","80.98"
"2794","81.16","81.16","81.16"
"2795","81.46","81.46","81.46"
"2796","81.09","81.09","81.09"
"2797","80.88","80.88","80.88"
"2798","81.28","81.28","81.28"
"2799","81.46","81.46","81.46"
"2800","80.59","80.59","80.59"
"2801","81.45","81.45","81.45"
"2802","81.09","81.09","81.09"
"2803","80.28","80.28","80.28"
"2804","80.77","80.77","80.77"
"2805","81.38","81.38","81.38"
"2806","81.2","81.2","81.2"
"2807","80.88","80.88","80.88"
"2808","81.41","81.41","81.41"
"2809","81.1","81.1","81.1"
"2810","80.98","80.98","80.98"
"2811","81.38","81.38","81.38"
"2812","81.27","81.27","81.27"
"2813","81.28","81.28","81.28"
"2814","80.39","80.39","80.39"
"2815","81.16","81.16","81.16"
"2816","81.28","81.28","81.28"
"2817","81.83","81.83","81.83"
"2818","81.27","81.27","81.27"
"2819","80.78","80.78","80.78"
"2820","81.66","81.66","81.66"
"2821","81.66","81.66","81.66"
"2822","80.87","80.87","80.87"
"2823","80.9","80.9","80.9"
"2824","80.86","80.86","80.86"
"2825","81.35","81.35","81.35"
"2826","80.88","80.88","80.88"
"2827","80.97","80.97","80.97"
"2828","81.07","81.07","81.07"
"2829","81.47","81.47","81.47"
"2830","81.46","81.46","81.46"
"2831","80.18","80.18","80.18"
"2832","80.48","80.48","80.48"
"2833","80.85","80.85","80.85"
"2834","81.16","81.16","81.16"
"2835","82.75","82.75","82.75"
"2836","81.17","81.17","81.17"
"2837","81.46","81.46","81.46"
"2838","81.93","81.93","81.93"
"2839","81.53","81.53","81.53"
"2840","80.97","80.97","80.97"
"2841","81.56","81.56","81.56"
"2842","81.73","81.73","81.73"
"2843","81.37","81.37","81.37"
"2844","82.07","82.07","82.07"
"2845","81.03","81.03","81.03"
"2846","81.37","81.37","81.37"
"2847","80.58","80.58","80.58"
"2848","81.17","81.17","81.17"
"2849","81.59","81.59","81.59"
"2850","81.84","81.84","81.84"
"2851","81.94","81.94","81.94"
"2852","81.45","81.45","81.45"
"2853","81.88","81.88","81.88"
"2854","81.44","81.44","81.44"
"2855","81.24","81.24","81.24"
"2856","81.07","81.07","81.07"
"2857","80.67","80.67","80.67"
"2858","81.39","81.39","81.39"
"2859","81.47","81.47","81.47"
"2860","81.83","81.83","81.83"
"2861","81.2","81.2","81.2"
"2862","81.47","81.47","81.47"
"2863","82.15","82.15","82.15"
"2864","81.48","81.48","81.48"
"2865","80.76","80.76","80.76"
"2866","80.87","80.87","80.87"
"2867","80.43","80.43","80.43"
"2868","81.4","81.4","81.4"
"2869","81.85","81.85","81.85"
"2870","82.04","82.04","82.04"
"2871","82.61","82.61","82.61"
"2872","82.05","82.05","82.05"
"2873","80.98","80.98","80.98"
"2874","81.37","81.37","81.37"
"2875","81.67","81.67","81.67"
"2876","81.46","81.46","81.46"
"2877","81.76","81.76","81.76"
"2878","81.35","81.35","81.35"
"2879","80.59","80.59","80.59"
"2880","82.04","82.04","82.04"
"2881","81.26","81.26","81.26"
"2882","81.38","81.38","81.38"
"2883","81.49","81.49","81.49"
"2884","81.06","81.06","81.06"
"2885","81.76","81.76","81.76"
"2886","80.84","80.84","80.84"
"2887","81.66","81.66","81.66"
"2888","81.07","81.07","81.07"
"2889","80.96","80.96","80.96"
"2890","81.77","81.77","81.77"
"2891","81.46","81.46","81.46"
"2892","81.86","81.86","81.86"
"2893","81.15","81.15","81.15"
"2894","81.07","81.07","81.07"
"2895","81.75","81.75","81.75"
"2896","81.57","81.57","81.57"
"2897","81.18","81.18","81.18"
"2898","81.75","81.75","81.75"
"2899","81.73","81.73","81.73"
"2900","82.26","82.26","82.26"
"2901","81.07","81.07","81.07"
"2902","81.43","81.43","81.43"
"2903","81.56","81.56","81.56"
"2904","81.24","81.24","81.24"
"2905","81.45","81.45","81.45"
"2906","81.08","81.08","81.08"
"2907","81.36","81.36","81.36"
"2908","81.54","81.54","81.54"
"2909","80.87","80.87","80.87"
"2910","80.98","80.98","80.98"
"2911","81.48","81.48","81.48"
"2912","81.68","81.68","81.68"
"2913","82.24","82.24","82.24"
"2914","81.56","81.56","81.56"
"2915","81.61","81.61","81.61"
"2916","80.71","80.71","80.71"
"2917","81.28","81.28","81.28"
"2918","81.46","81.46","81.46"
"2919","81.87","81.87","81.87"
"2920","81.75","81.75","81.75"
"2921","81.94","81.94","81.94"
"2922","81.95","81.95","81.95"
"2923","81.91","81.91","81.91"
"2924","82.42","82.42","82.42"
"2925","81.56","81.56","81.56"
"2926","81.83","81.83","81.83"
"2927","81.61","81.61","81.61"
"2928","81.34","81.34","81.34"
"2929","81.14","81.14","81.14"
"2930","81.66","81.66","81.66"
"2931","81.45","81.45","81.45"
"2932","81.35","81.35","81.35"
"2933","80.86","80.86","80.86"
"2934","80.77","80.77","80.77"
"2935","81.57","81.57","81.57"
"2936","81.55","81.55","81.55"
"2937","80.2","80.2","80.2"
"2938","80.87","80.87","80.87"
"2939","80.79","80.79","80.79"
"2940","81.48","81.48","81.48"
"2941","81.66","81.66","81.66"
"2942","82.15","82.15","82.15"
"2943","82.04","82.04","82.04"
"2944","81.38","81.38","81.38"
"2945","81.57","81.57","81.57"
"2946","81.62","81.62","81.62"
"2947","81.46","81.46","81.46"
"2948","80.43","80.43","80.43"
"2949","81.93","81.93","81.93"
"2950","81.3","81.3","81.3"
"2951","81.38","81.38","81.38"
"2952","81.5","81.5","81.5"
"2953","81.97","81.97","81.97"
"2954","82.56","82.56","82.56"
"2955","81.87","81.87","81.87"
"2956","82.15","82.15","82.15"
"2957","81.36","81.36","81.36"
"2958","80.75","80.75","80.75"
"2959","81.57","81.57","81.57"
"2960","81.55","81.55","81.55"
"2961","81.86","81.86","81.86"
"2962","81.93","81.93","81.93"
"2963","81.54","81.54","81.54"
"2964","82.03","82.03","82.03"
"2965","81.05","81.05","81.05"
"2966","80.92","80.92","80.92"
"2967","80.86","80.86","80.86"
"2968","80.99","80.99","80.99"
"2969","81.77","81.77","81.77"
"2970","82.14","82.14","82.14"
"2971","82.33","82.33","82.33"
"2972","82.03","82.03","82.03"
"2973","81.66","81.66","81.66"
"2974","80.96","80.96","80.96"
"2975","81.73","81.73","81.73"
"2976","81.06","81.06","81.06"
"2977","80.98","80.98","80.98"
"2978","80.65","80.65","80.65"
"2979","82.14","82.14","82.14"
"2980","81.65","81.65","81.65"
"2981","81.73","81.73","81.73"
"2982","81.82","81.82","81.82"
"2983","81.02","81.02","81.02"
"2984","82.02","82.02","82.02"
"2985","81.13","81.13","81.13"
"2986","81.28","81.28","81.28"
"2987","80.67","80.67","80.67"
"2988","81.22","81.22","81.22"
"2989","81.53","81.53","81.53"
"2990","82.15","82.15","82.15"
"2991","80.78","80.78","80.78"
"2992","80.68","80.68","80.68"
"2993","80.76","80.76","80.76"
"2994","81.56","81.56","81.56"
"2995","82.02","82.02","82.02"
"2996","80.39","80.39","80.39"
"2997","81.94","81.94","81.94"
"2998","81.47","81.47","81.47"
"2999","81.63","81.63","81.63"
"3000","81.07","81.07","81.07"
"3001","81.15","81.15","81.15"
"3002","81.37","81.37","81.37"
"3003","81.97","81.97","81.97"
"3004","81.96","81.96","81.96"
"3005","81.57","81.57","81.57"
"3006","81.65","81.65","81.65"
"3007","82.24","82.24","82.24"
"3008","81.66","81.66","81.66"
"3009","82.05","82.05","82.05"
"3010","81.07","81.07","81.07"
"3011","81.63","81.63","81.63"
"3012","82.1","82.1","82.1"
