"Step","base999 - test_arithmetic_perfect","base999 - test_arithmetic_perfect__MIN","base999 - test_arithmetic_perfect__MAX"
"860","61.57","61.57","61.57"
"861","62.28","62.28","62.28"
"862","61.41","61.41","61.41"
"863","62.05","62.05","62.05"
"864","62.17","62.17","62.17"
"865","61.58","61.58","61.58"
"866","61.64","61.64","61.64"
"867","62.25","62.25","62.25"
"868","61.98","61.98","61.98"
"869","62.17","62.17","62.17"
"870","61.77","61.77","61.77"
"871","62.23","62.23","62.23"
"872","61.58","61.58","61.58"
"873","61.97","61.97","61.97"
"874","62.26","62.26","62.26"
"875","61.47","61.47","61.47"
"876","61.82","61.82","61.82"
"877","61.77","61.77","61.77"
"878","61.28","61.28","61.28"
"879","61.47","61.47","61.47"
"880","61.95","61.95","61.95"
"881","60.99","60.99","60.99"
"882","61.67","61.67","61.67"
"883","61.89","61.89","61.89"
"884","61.85","61.85","61.85"
"885","61.49","61.49","61.49"
"886","61.38","61.38","61.38"
"887","61.79","61.79","61.79"
"888","62.15","62.15","62.15"
"889","62.04","62.04","62.04"
"890","61.96","61.96","61.96"
"891","62.61","62.61","62.61"
"892","62.33","62.33","62.33"
"893","61.97","61.97","61.97"
"894","62.37","62.37","62.37"
"895","61.3","61.3","61.3"
"896","61.59","61.59","61.59"
"897","61.66","61.66","61.66"
"898","61.45","61.45","61.45"
"899","61.41","61.41","61.41"
"900","62.26","62.26","62.26"
"901","62.72","62.72","62.72"
"902","61.69","61.69","61.69"
"903","61.77","61.77","61.77"
"904","61.49","61.49","61.49"
"905","61.31","61.31","61.31"
"906","62.08","62.08","62.08"
"907","61.89","61.89","61.89"
"908","62.12","62.12","62.12"
"909","62.05","62.05","62.05"
"910","62.75","62.75","62.75"
"911","62.16","62.16","62.16"
"912","62.16","62.16","62.16"
"913","61.98","61.98","61.98"
"914","63.16","63.16","63.16"
"915","61.79","61.79","61.79"
"916","61.73","61.73","61.73"
"917","61.85","61.85","61.85"
"918","61.27","61.27","61.27"
"919","62.6","62.6","62.6"
"920","61.92","61.92","61.92"
"921","62.26","62.26","62.26"
"922","61.5","61.5","61.5"
"923","61.88","61.88","61.88"
"924","62.33","62.33","62.33"
"925","62.18","62.18","62.18"
"926","62.58","62.58","62.58"
"927","62.09","62.09","62.09"
"928","61.86","61.86","61.86"
"929","62.49","62.49","62.49"
"930","62.19","62.19","62.19"
"931","63.24","63.24","63.24"
"932","61.65","61.65","61.65"
"933","62.55","62.55","62.55"
"934","61.94","61.94","61.94"
"935","62.83","62.83","62.83"
"936","62.87","62.87","62.87"
"937","62.16","62.16","62.16"
"938","62.55","62.55","62.55"
"939","62.52","62.52","62.52"
"940","61.78","61.78","61.78"
"941","62.55","62.55","62.55"
"942","61.66","61.66","61.66"
"943","62.31","62.31","62.31"
"944","62.04","62.04","62.04"
"945","62.67","62.67","62.67"
"946","61.9","61.9","61.9"
"947","62.24","62.24","62.24"
"948","62.07","62.07","62.07"
"949","62.17","62.17","62.17"
"950","62.06","62.06","62.06"
"951","62.19","62.19","62.19"
"952","62.77","62.77","62.77"
"953","61.9","61.9","61.9"
"954","61.76","61.76","61.76"
"955","61.88","61.88","61.88"
"956","61.89","61.89","61.89"
"957","62.38","62.38","62.38"
"958","61.58","61.58","61.58"
"959","61.65","61.65","61.65"
"960","61.87","61.87","61.87"
"961","63","63","63"
"962","61.92","61.92","61.92"
"963","62.57","62.57","62.57"
"964","62.23","62.23","62.23"
"965","62.44","62.44","62.44"
"966","62.58","62.58","62.58"
"967","61.49","61.49","61.49"
"968","62.36","62.36","62.36"
"969","62.66","62.66","62.66"
"970","62.25","62.25","62.25"
"971","63.17","63.17","63.17"
"972","62.89","62.89","62.89"
"973","61.98","61.98","61.98"
"974","62.64","62.64","62.64"
"975","62.65","62.65","62.65"
"976","62.05","62.05","62.05"
"977","63.07","63.07","63.07"
"978","62.14","62.14","62.14"
"979","63.24","63.24","63.24"
"980","61.87","61.87","61.87"
"981","63.84","63.84","63.84"
"982","62.69","62.69","62.69"
"983","63.06","63.06","63.06"
"984","64.39","64.39","64.39"
"985","62.93","62.93","62.93"
"986","62.52","62.52","62.52"
"987","62.95","62.95","62.95"
"988","63.37","63.37","63.37"
"989","62.87","62.87","62.87"
"990","62.76","62.76","62.76"
"991","63.13","63.13","63.13"
"992","62.25","62.25","62.25"
"993","63.04","63.04","63.04"
"994","63.35","63.35","63.35"
"995","62.26","62.26","62.26"
"996","62.58","62.58","62.58"
"997","62.76","62.76","62.76"
"998","62.96","62.96","62.96"
"999","63.84","63.84","63.84"
