"Step","base1013 - test_arithmetic_perfect","base1013 - test_arithmetic_perfect__MIN","base1013 - test_arithmetic_perfect__MAX"
"530","51.16","51.16","51.16"
"531","50.69","50.69","50.69"
"532","50.71","50.71","50.71"
"533","50.87","50.87","50.87"
"534","50.83","50.83","50.83"
"535","51.36","51.36","51.36"
"536","50.34","50.34","50.34"
"537","50.73","50.73","50.73"
"538","49.99","49.99","49.99"
"539","50.66","50.66","50.66"
"540","49.65","49.65","49.65"
"541","50.72","50.72","50.72"
"542","49.78","49.78","49.78"
"543","50.65","50.65","50.65"
"544","51.25","51.25","51.25"
"545","50.67","50.67","50.67"
"546","50.34","50.34","50.34"
"547","49.87","49.87","49.87"
"548","50.53","50.53","50.53"
"549","50.26","50.26","50.26"
"550","50.83","50.83","50.83"
"551","50.16","50.16","50.16"
"552","50.57","50.57","50.57"
"553","49.76","49.76","49.76"
"554","50.13","50.13","50.13"
"555","51.43","51.43","51.43"
"556","50.78","50.78","50.78"
"557","50.67","50.67","50.67"
"558","50.17","50.17","50.17"
"559","50.88","50.88","50.88"
"560","50.85","50.85","50.85"
"561","50.93","50.93","50.93"
"562","50.88","50.88","50.88"
"563","51.62","51.62","51.62"
"564","50.48","50.48","50.48"
"565","50.89","50.89","50.89"
"566","51.11","51.11","51.11"
"567","49.78","49.78","49.78"
"568","51.21","51.21","51.21"
"569","50.3","50.3","50.3"
"570","51.07","51.07","51.07"
"571","49.9","49.9","49.9"
"572","49.85","49.85","49.85"
"573","50.04","50.04","50.04"
"574","51.5","51.5","51.5"
"575","51.45","51.45","51.45"
"576","51.04","51.04","51.04"
"577","51.38","51.38","51.38"
"578","50.25","50.25","50.25"
"579","50.76","50.76","50.76"
"580","51.62","51.62","51.62"
"581","50.43","50.43","50.43"
"582","50.84","50.84","50.84"
"583","50.94","50.94","50.94"
"584","51.25","51.25","51.25"
"585","50.23","50.23","50.23"
"586","50.39","50.39","50.39"
"587","50.19","50.19","50.19"
"588","50.25","50.25","50.25"
"589","50.36","50.36","50.36"
"590","50.37","50.37","50.37"
"591","50.07","50.07","50.07"
"592","49.31","49.31","49.31"
"593","50.67","50.67","50.67"
"594","51.21","51.21","51.21"
"595","49.87","49.87","49.87"
"596","50.83","50.83","50.83"
"597","50.69","50.69","50.69"
"598","49.99","49.99","49.99"
"599","51.52","51.52","51.52"
"600","49.93","49.93","49.93"
"601","50.96","50.96","50.96"
"602","51.33","51.33","51.33"
"603","50.58","50.58","50.58"
"604","51.03","51.03","51.03"
"605","50.27","50.27","50.27"
"606","49.87","49.87","49.87"
"607","49.9","49.9","49.9"
"608","49.84","49.84","49.84"
"609","48.96","48.96","48.96"
"610","49.39","49.39","49.39"
"611","51.15","51.15","51.15"
"612","50.56","50.56","50.56"
"613","50.18","50.18","50.18"
"614","49.71","49.71","49.71"
"615","50.85","50.85","50.85"
"616","50.41","50.41","50.41"
"617","50.27","50.27","50.27"
"618","50.08","50.08","50.08"
"619","50.26","50.26","50.26"
"620","49.86","49.86","49.86"
"621","49.78","49.78","49.78"
"622","51.85","51.85","51.85"
"623","51.97","51.97","51.97"
"624","50.28","50.28","50.28"
"625","50.56","50.56","50.56"
"626","49.44","49.44","49.44"
"627","49.94","49.94","49.94"
"628","51.32","51.32","51.32"
"629","52.01","52.01","52.01"
"630","51.08","51.08","51.08"
"631","49.51","49.51","49.51"
"632","50.02","50.02","50.02"
"633","51.47","51.47","51.47"
"634","50.88","50.88","50.88"
"635","50.46","50.46","50.46"
"636","50","50","50"
"637","50.83","50.83","50.83"
"638","50.28","50.28","50.28"
"639","50.39","50.39","50.39"
"640","50.76","50.76","50.76"
"641","50.33","50.33","50.33"
"642","51.06","51.06","51.06"
"643","48.91","48.91","48.91"
"644","51.24","51.24","51.24"
"645","51.49","51.49","51.49"
"646","51.44","51.44","51.44"
"647","50.38","50.38","50.38"
"648","50.21","50.21","50.21"
"649","50.98","50.98","50.98"
"650","51.16","51.16","51.16"
"651","50.38","50.38","50.38"
"652","50.67","50.67","50.67"
"653","51.1","51.1","51.1"
"654","50.35","50.35","50.35"
"655","50.84","50.84","50.84"
"656","50.07","50.07","50.07"
"657","49.8","49.8","49.8"
"658","49.85","49.85","49.85"
"659","50.97","50.97","50.97"
"660","51.52","51.52","51.52"
"661","50.88","50.88","50.88"
"662","50.52","50.52","50.52"
"663","50.56","50.56","50.56"
"664","50.86","50.86","50.86"
"665","50.86","50.86","50.86"
"666","50.07","50.07","50.07"
"667","50.88","50.88","50.88"
"668","50.84","50.84","50.84"
"669","50.7","50.7","50.7"
"670","51.35","51.35","51.35"
"671","50.84","50.84","50.84"
"672","50.59","50.59","50.59"
"673","51.65","51.65","51.65"
"674","51.36","51.36","51.36"
"675","50.8","50.8","50.8"
"676","49.27","49.27","49.27"
"677","50.79","50.79","50.79"
"678","51.83","51.83","51.83"
"679","50.98","50.98","50.98"
"680","51.03","51.03","51.03"
"681","50.38","50.38","50.38"
"682","50.83","50.83","50.83"
"683","51.36","51.36","51.36"
"684","51.18","51.18","51.18"
"685","51.05","51.05","51.05"
"686","50.04","50.04","50.04"
"687","51.05","51.05","51.05"
"688","51.35","51.35","51.35"
"689","50.95","50.95","50.95"
"690","50.36","50.36","50.36"
"691","50.85","50.85","50.85"
"692","51.06","51.06","51.06"
"693","50.38","50.38","50.38"
"694","50.27","50.27","50.27"
"695","51.18","51.18","51.18"
"696","50.75","50.75","50.75"
"697","50.84","50.84","50.84"
"698","50.11","50.11","50.11"
"699","50.76","50.76","50.76"
"700","50.08","50.08","50.08"
"701","51.29","51.29","51.29"
"702","49.86","49.86","49.86"
"703","50.67","50.67","50.67"
"704","50.47","50.47","50.47"
"705","50.86","50.86","50.86"
"706","50.24","50.24","50.24"
"707","50.37","50.37","50.37"
"708","50.47","50.47","50.47"
"709","50.28","50.28","50.28"
"710","51.25","51.25","51.25"
"711","51.36","51.36","51.36"
"712","50.53","50.53","50.53"
"713","50.54","50.54","50.54"
"714","50.59","50.59","50.59"
"715","50.2","50.2","50.2"
"716","50.98","50.98","50.98"
"717","50.66","50.66","50.66"
"718","50.31","50.31","50.31"
"719","50.97","50.97","50.97"
"720","49.79","49.79","49.79"
"721","50.37","50.37","50.37"
"722","51.31","51.31","51.31"
"723","49.97","49.97","49.97"
"724","50.21","50.21","50.21"
"725","50.34","50.34","50.34"
"726","50.38","50.38","50.38"
"727","51.4","51.4","51.4"
"728","51.42","51.42","51.42"
"729","51.43","51.43","51.43"
"730","50.3","50.3","50.3"
"731","50.35","50.35","50.35"
"732","51.19","51.19","51.19"
"733","51.47","51.47","51.47"
"734","51.75","51.75","51.75"
"735","50.2","50.2","50.2"
"736","51.66","51.66","51.66"
"737","50.09","50.09","50.09"
"738","51.09","51.09","51.09"
"739","50.44","50.44","50.44"
"740","51.6","51.6","51.6"
"741","51.36","51.36","51.36"
"742","50.77","50.77","50.77"
"743","50.79","50.79","50.79"
"744","51.09","51.09","51.09"
"745","50.18","50.18","50.18"
"746","51.24","51.24","51.24"
"747","51.74","51.74","51.74"
"748","51.38","51.38","51.38"
"749","50.21","50.21","50.21"
"750","50.61","50.61","50.61"
"751","50.15","50.15","50.15"
"752","50.46","50.46","50.46"
"753","50.21","50.21","50.21"
"754","49.89","49.89","49.89"
"755","50.99","50.99","50.99"
"756","50","50","50"
"757","50.57","50.57","50.57"
"758","50.28","50.28","50.28"
"759","51.97","51.97","51.97"
"760","51.55","51.55","51.55"
"761","51.07","51.07","51.07"
"762","51.17","51.17","51.17"
"763","49.65","49.65","49.65"
"764","50.84","50.84","50.84"
"765","50.79","50.79","50.79"
"766","51.24","51.24","51.24"
"767","50.86","50.86","50.86"
"768","50.7","50.7","50.7"
"769","50.18","50.18","50.18"
"770","50.46","50.46","50.46"
"771","50.27","50.27","50.27"
"772","51.56","51.56","51.56"
"773","51.22","51.22","51.22"
"774","51.47","51.47","51.47"
"775","50.62","50.62","50.62"
"776","51.36","51.36","51.36"
"777","49.88","49.88","49.88"
"778","51.41","51.41","51.41"
"779","50.96","50.96","50.96"
"780","51.65","51.65","51.65"
"781","50.95","50.95","50.95"
"782","50.94","50.94","50.94"
"783","50.38","50.38","50.38"
"784","50.56","50.56","50.56"
"785","51.34","51.34","51.34"
"786","51.27","51.27","51.27"
"787","49.48","49.48","49.48"
"788","49.63","49.63","49.63"
"789","50.79","50.79","50.79"
"790","50.11","50.11","50.11"
"791","49.87","49.87","49.87"
"792","50.49","50.49","50.49"
"793","51.38","51.38","51.38"
"794","51.07","51.07","51.07"
"795","50.15","50.15","50.15"
"796","50.41","50.41","50.41"
"797","51.39","51.39","51.39"
"798","49.7","49.7","49.7"
"799","51.2","51.2","51.2"
"800","51.15","51.15","51.15"
"801","49.84","49.84","49.84"
"802","51.17","51.17","51.17"
"803","50.96","50.96","50.96"
"804","50.18","50.18","50.18"
"805","49.93","49.93","49.93"
"806","51.27","51.27","51.27"
"807","50.38","50.38","50.38"
"808","50.39","50.39","50.39"
"809","50.28","50.28","50.28"
"810","50.59","50.59","50.59"
"811","50.51","50.51","50.51"
"812","51.67","51.67","51.67"
"813","50.88","50.88","50.88"
"814","52.04","52.04","52.04"
"815","52.15","52.15","52.15"
"816","50.84","50.84","50.84"
"817","50.1","50.1","50.1"
"818","49.73","49.73","49.73"
"819","50.89","50.89","50.89"
"820","51.68","51.68","51.68"
"821","50.79","50.79","50.79"
"822","51.37","51.37","51.37"
"823","51.96","51.96","51.96"
"824","51","51","51"
"825","50.64","50.64","50.64"
"826","50.78","50.78","50.78"
"827","50.57","50.57","50.57"
"828","50.4","50.4","50.4"
"829","49.72","49.72","49.72"
"830","50.76","50.76","50.76"
"831","51.88","51.88","51.88"
"832","50.13","50.13","50.13"
"833","51.54","51.54","51.54"
"834","51.03","51.03","51.03"
"835","50.66","50.66","50.66"
"836","51.08","51.08","51.08"
"837","51.11","51.11","51.11"
"838","50.95","50.95","50.95"
"839","51.57","51.57","51.57"
"840","50.76","50.76","50.76"
"841","51.32","51.32","51.32"
"842","51.35","51.35","51.35"
"843","51.23","51.23","51.23"
"844","50.69","50.69","50.69"
"845","51.25","51.25","51.25"
"846","51.73","51.73","51.73"
"847","50.48","50.48","50.48"
"848","51.6","51.6","51.6"
"849","50.51","50.51","50.51"
"850","50.99","50.99","50.99"
"851","51.37","51.37","51.37"
"852","50.59","50.59","50.59"
"853","50.89","50.89","50.89"
"854","50.89","50.89","50.89"
"855","51.66","51.66","51.66"
"856","50.29","50.29","50.29"
"857","50.59","50.59","50.59"
"858","51.04","51.04","51.04"
"859","50.89","50.89","50.89"
"860","51.41","51.41","51.41"
"861","50.52","50.52","50.52"
"862","51.02","51.02","51.02"
"863","50.88","50.88","50.88"
"864","51.11","51.11","51.11"
"865","50.51","50.51","50.51"
"866","50.6","50.6","50.6"
"867","50.67","50.67","50.67"
"868","50.76","50.76","50.76"
"869","50.21","50.21","50.21"
"870","50.78","50.78","50.78"
"871","50.98","50.98","50.98"
"872","50.67","50.67","50.67"
"873","51.28","51.28","51.28"
"874","50.61","50.61","50.61"
"875","51.71","51.71","51.71"
"876","50.95","50.95","50.95"
"877","51.88","51.88","51.88"
"878","51.11","51.11","51.11"
"879","50.41","50.41","50.41"
"880","50.37","50.37","50.37"
"881","51.25","51.25","51.25"
"882","51.46","51.46","51.46"
"883","50.79","50.79","50.79"
"884","50.68","50.68","50.68"
"885","51.03","51.03","51.03"
"886","51.03","51.03","51.03"
"887","50.4","50.4","50.4"
"888","50.19","50.19","50.19"
"889","51.12","51.12","51.12"
"890","50.72","50.72","50.72"
"891","51.24","51.24","51.24"
"892","51.09","51.09","51.09"
"893","50.29","50.29","50.29"
"894","51.93","51.93","51.93"
"895","51.38","51.38","51.38"
"896","50.98","50.98","50.98"
"897","51.61","51.61","51.61"
"898","51.47","51.47","51.47"
"899","51.54","51.54","51.54"
"900","50.89","50.89","50.89"
"901","51.54","51.54","51.54"
"902","51.86","51.86","51.86"
"903","51.09","51.09","51.09"
"904","50.85","50.85","50.85"
"905","50.62","50.62","50.62"
"906","51.07","51.07","51.07"
"907","50.9","50.9","50.9"
"908","50.88","50.88","50.88"
"909","50.32","50.32","50.32"
"910","52.11","52.11","52.11"
"911","51.33","51.33","51.33"
"912","51.63","51.63","51.63"
"913","50.48","50.48","50.48"
"914","50.9","50.9","50.9"
"915","52","52","52"
"916","50.27","50.27","50.27"
"917","51.1","51.1","51.1"
"918","51.66","51.66","51.66"
"919","51.54","51.54","51.54"
"920","50.14","50.14","50.14"
"921","51.2","51.2","51.2"
"922","51.4","51.4","51.4"
"923","51.83","51.83","51.83"
"924","51.57","51.57","51.57"
"925","49.6","49.6","49.6"
"926","51.44","51.44","51.44"
"927","50.55","50.55","50.55"
"928","51.19","51.19","51.19"
"929","51.45","51.45","51.45"
"930","52","52","52"
"931","51.53","51.53","51.53"
"932","51.01","51.01","51.01"
"933","50.18","50.18","50.18"
"934","51.47","51.47","51.47"
"935","51.47","51.47","51.47"
"936","51.09","51.09","51.09"
"937","51.67","51.67","51.67"
"938","51.55","51.55","51.55"
"939","51.73","51.73","51.73"
"940","50.96","50.96","50.96"
"941","51.76","51.76","51.76"
"942","52.13","52.13","52.13"
"943","50.91","50.91","50.91"
"944","52.58","52.58","52.58"
"945","51.63","51.63","51.63"
"946","51.28","51.28","51.28"
"947","51.56","51.56","51.56"
"948","50.41","50.41","50.41"
"949","51.81","51.81","51.81"
"950","50.87","50.87","50.87"
"951","51.01","51.01","51.01"
"952","51.56","51.56","51.56"
"953","51.77","51.77","51.77"
"954","50.78","50.78","50.78"
"955","51.54","51.54","51.54"
"956","51.47","51.47","51.47"
"957","50.59","50.59","50.59"
"958","50.86","50.86","50.86"
"959","51.24","51.24","51.24"
"960","51.77","51.77","51.77"
"961","50.99","50.99","50.99"
"962","51.89","51.89","51.89"
"963","51.82","51.82","51.82"
"964","50.56","50.56","50.56"
"965","51.65","51.65","51.65"
"966","52.61","52.61","52.61"
"967","52.19","52.19","52.19"
"968","50.91","50.91","50.91"
"969","51.47","51.47","51.47"
"970","51.01","51.01","51.01"
"971","51.44","51.44","51.44"
"972","51.01","51.01","51.01"
"973","51.45","51.45","51.45"
"974","50.06","50.06","50.06"
"975","51.09","51.09","51.09"
"976","51.93","51.93","51.93"
"977","51.22","51.22","51.22"
"978","51.14","51.14","51.14"
"979","50.84","50.84","50.84"
"980","51.44","51.44","51.44"
"981","50.78","50.78","50.78"
"982","51.92","51.92","51.92"
"983","51.21","51.21","51.21"
"984","51.15","51.15","51.15"
"985","51.88","51.88","51.88"
"986","52.45","52.45","52.45"
"987","51.62","51.62","51.62"
"988","51.27","51.27","51.27"
"989","52.18","52.18","52.18"
"990","50.86","50.86","50.86"
"991","51.9","51.9","51.9"
"992","51.69","51.69","51.69"
"993","50.68","50.68","50.68"
"994","51.68","51.68","51.68"
"995","52.13","52.13","52.13"
"996","51.07","51.07","51.07"
"997","51.27","51.27","51.27"
"998","50.88","50.88","50.88"
"999","51.07","51.07","51.07"
"1000","51.95","51.95","51.95"
"1001","52.11","52.11","52.11"
"1002","51.22","51.22","51.22"
"1003","51.27","51.27","51.27"
"1004","51.67","51.67","51.67"
"1005","52.05","52.05","52.05"
"1006","51.39","51.39","51.39"
"1007","52.53","52.53","52.53"
"1008","52.04","52.04","52.04"
"1009","51.37","51.37","51.37"
"1010","51.48","51.48","51.48"
"1011","52.38","52.38","52.38"
"1012","51.71","51.71","51.71"
"1013","51.34","51.34","51.34"
"1014","51.37","51.37","51.37"
"1015","52.32","52.32","52.32"
"1016","52.64","52.64","52.64"
"1017","51.44","51.44","51.44"
"1018","50.87","50.87","50.87"
"1019","52.02","52.02","52.02"
"1020","52.04","52.04","52.04"
"1021","52.41","52.41","52.41"
"1022","52.33","52.33","52.33"
"1023","52.41","52.41","52.41"
"1024","52.29","52.29","52.29"
"1025","52.19","52.19","52.19"
"1026","51.88","51.88","51.88"
"1027","51.8","51.8","51.8"
"1028","50.8","50.8","50.8"
"1029","51.83","51.83","51.83"
"1030","53.03","53.03","53.03"
"1031","52.23","52.23","52.23"
"1032","51.57","51.57","51.57"
"1033","52.33","52.33","52.33"
"1034","51.65","51.65","51.65"
"1035","51.88","51.88","51.88"
"1036","52.24","52.24","52.24"
"1037","52.33","52.33","52.33"
"1038","52.3","52.3","52.3"
"1039","52.51","52.51","52.51"
"1040","53.4","53.4","53.4"
"1041","51.35","51.35","51.35"
"1042","52.2","52.2","52.2"
"1043","52.89","52.89","52.89"
"1044","52.04","52.04","52.04"
"1045","53.69","53.69","53.69"
"1046","52.33","52.33","52.33"
"1047","52.62","52.62","52.62"
"1048","52.62","52.62","52.62"
"1049","52.43","52.43","52.43"
"1050","51.31","51.31","51.31"
"1051","52.11","52.11","52.11"
"1052","52.77","52.77","52.77"
"1053","53.29","53.29","53.29"
"1054","52.72","52.72","52.72"
"1055","53.48","53.48","53.48"
"1056","51.94","51.94","51.94"
"1057","52.99","52.99","52.99"
"1058","53.39","53.39","53.39"
"1059","52.98","52.98","52.98"
"1060","51.53","51.53","51.53"
"1061","53","53","53"
"1062","53.6","53.6","53.6"
"1063","52.2","52.2","52.2"
"1064","51.55","51.55","51.55"
"1065","52.51","52.51","52.51"
"1066","52.4","52.4","52.4"
"1067","53.13","53.13","53.13"
"1068","53.07","53.07","53.07"
"1069","52.89","52.89","52.89"
"1070","53.69","53.69","53.69"
