"Step","base1013 - valid_arithmetic_perfect","base1013 - valid_arithmetic_perfect__MIN","base1013 - valid_arithmetic_perfect__MAX"
"125","43.47","43.47","43.47"
"126","42.46","42.46","42.46"
"127","42.72","42.72","42.72"
"128","43.55","43.55","43.55"
"129","43.17","43.17","43.17"
"130","43.23","43.23","43.23"
"131","42.59","42.59","42.59"
"132","43.68","43.68","43.68"
"133","42.61","42.61","42.61"
"134","42.72","42.72","42.72"
"135","43.74","43.74","43.74"
"136","42.67","42.67","42.67"
"137","42.57","42.57","42.57"
"138","43.47","43.47","43.47"
"139","42.68","42.68","42.68"
"140","43.76","43.76","43.76"
"141","42.23","42.23","42.23"
"142","43.45","43.45","43.45"
"143","42.39","42.39","42.39"
"144","43.29","43.29","43.29"
"145","42.9","42.9","42.9"
"146","42.51","42.51","42.51"
"147","43.14","43.14","43.14"
"148","43.22","43.22","43.22"
"149","43.4","43.4","43.4"
"150","42.51","42.51","42.51"
"151","43.45","43.45","43.45"
"152","42.14","42.14","42.14"
"153","43.18","43.18","43.18"
"154","42.78","42.78","42.78"
"155","41.94","41.94","41.94"
"156","43.52","43.52","43.52"
"157","42.82","42.82","42.82"
"158","43.55","43.55","43.55"
"159","43.48","43.48","43.48"
"160","43.69","43.69","43.69"
"161","42.65","42.65","42.65"
"162","41.79","41.79","41.79"
"163","42.77","42.77","42.77"
"164","43.43","43.43","43.43"
"165","42.22","42.22","42.22"
"166","43.7","43.7","43.7"
"167","42.91","42.91","42.91"
"168","44.12","44.12","44.12"
"169","44.25","44.25","44.25"
"170","43.17","43.17","43.17"
"171","43.03","43.03","43.03"
"172","42.85","42.85","42.85"
"173","42.87","42.87","42.87"
"174","41.72","41.72","41.72"
"175","43.16","43.16","43.16"
"176","42.67","42.67","42.67"
"177","43.13","43.13","43.13"
"178","42.92","42.92","42.92"
"179","44.43","44.43","44.43"
"180","42.99","42.99","42.99"
"181","43.27","43.27","43.27"
"182","42.86","42.86","42.86"
"183","42.86","42.86","42.86"
"184","41.97","41.97","41.97"
"185","43.28","43.28","43.28"
"186","42.59","42.59","42.59"
"187","42.37","42.37","42.37"
"188","42.43","42.43","42.43"
"189","43.66","43.66","43.66"
"190","42.93","42.93","42.93"
"191","42.62","42.62","42.62"
"192","43.15","43.15","43.15"
"193","42.55","42.55","42.55"
"194","42.34","42.34","42.34"
"195","42.48","42.48","42.48"
"196","45.09","45.09","45.09"
"197","42.94","42.94","42.94"
"198","42.82","42.82","42.82"
"199","43.28","43.28","43.28"
"200","44.07","44.07","44.07"
"201","43.55","43.55","43.55"
"202","41.82","41.82","41.82"
"203","41.77","41.77","41.77"
"204","43.18","43.18","43.18"
"205","43.88","43.88","43.88"
"206","43.02","43.02","43.02"
"207","43.68","43.68","43.68"
"208","43.86","43.86","43.86"
"209","43.39","43.39","43.39"
"210","42.89","42.89","42.89"
"211","43.15","43.15","43.15"
"212","43.03","43.03","43.03"
"213","43.65","43.65","43.65"
"214","43.07","43.07","43.07"
"215","43.11","43.11","43.11"
"216","42.98","42.98","42.98"
"217","42.79","42.79","42.79"
"218","43.16","43.16","43.16"
"219","43.28","43.28","43.28"
"220","42.94","42.94","42.94"
"221","42.91","42.91","42.91"
"222","42.53","42.53","42.53"
"223","43.15","43.15","43.15"
"224","43.91","43.91","43.91"
"225","43.19","43.19","43.19"
"226","44.48","44.48","44.48"
"227","44.11","44.11","44.11"
"228","43.1","43.1","43.1"
"229","43.74","43.74","43.74"
"230","44.25","44.25","44.25"
"231","43.94","43.94","43.94"
"232","43.82","43.82","43.82"
"233","42.99","42.99","42.99"
"234","43.52","43.52","43.52"
"235","44.14","44.14","44.14"
"236","43.16","43.16","43.16"
"237","43.18","43.18","43.18"
"238","43.93","43.93","43.93"
"239","44.09","44.09","44.09"
"240","43.23","43.23","43.23"
"241","44.74","44.74","44.74"
"242","45.03","45.03","45.03"
"243","44.18","44.18","44.18"
"244","44.45","44.45","44.45"
"245","44.43","44.43","44.43"
"246","44.81","44.81","44.81"
"247","44.44","44.44","44.44"
"248","44.72","44.72","44.72"
"249","46.11","46.11","46.11"
"250","45.2","45.2","45.2"
"251","46.52","46.52","46.52"
"252","45.85","45.85","45.85"
"253","45.24","45.24","45.24"
"254","45.61","45.61","45.61"
"255","46.9","46.9","46.9"
"256","47.49","47.49","47.49"
"257","45.46","45.46","45.46"
"258","46.31","46.31","46.31"
"259","45.48","45.48","45.48"
"260","45.93","45.93","45.93"
"261","45.1","45.1","45.1"
"262","46.02","46.02","46.02"
"263","44.86","44.86","44.86"
"264","45.86","45.86","45.86"
"265","46.66","46.66","46.66"
"266","45.81","45.81","45.81"
"267","45.94","45.94","45.94"
"268","45.66","45.66","45.66"
"269","45.59","45.59","45.59"
"270","45.9","45.9","45.9"
"271","45.8","45.8","45.8"
"272","46.77","46.77","46.77"
"273","46.33","46.33","46.33"
"274","46.98","46.98","46.98"
"275","45.67","45.67","45.67"
"276","45.91","45.91","45.91"
"277","45.48","45.48","45.48"
"278","46.07","46.07","46.07"
"279","46.05","46.05","46.05"
"280","46.19","46.19","46.19"
"281","46.85","46.85","46.85"
"282","46.52","46.52","46.52"
"283","46.17","46.17","46.17"
"284","46.7","46.7","46.7"
"285","45.53","45.53","45.53"
"286","44.65","44.65","44.65"
"287","46.16","46.16","46.16"
"288","46.2","46.2","46.2"
"289","47.15","47.15","47.15"
"290","46.7","46.7","46.7"
"291","45.61","45.61","45.61"
"292","46.07","46.07","46.07"
"293","45.82","45.82","45.82"
"294","46.13","46.13","46.13"
"295","46.05","46.05","46.05"
"296","47.02","47.02","47.02"
"297","46.78","46.78","46.78"
"298","46.74","46.74","46.74"
"299","46.83","46.83","46.83"
"300","46.61","46.61","46.61"
"301","47.51","47.51","47.51"
"302","45.8","45.8","45.8"
"303","46.24","46.24","46.24"
"304","46.18","46.18","46.18"
"305","46.78","46.78","46.78"
"306","46.81","46.81","46.81"
"307","46.41","46.41","46.41"
"308","47.6","47.6","47.6"
"309","46.42","46.42","46.42"
"310","46.41","46.41","46.41"
"311","46.9","46.9","46.9"
"312","46.26","46.26","46.26"
"313","47.37","47.37","47.37"
"314","46.71","46.71","46.71"
"315","47.15","47.15","47.15"
"316","46.74","46.74","46.74"
"317","46.67","46.67","46.67"
"318","46.95","46.95","46.95"
"319","46.52","46.52","46.52"
"320","46.83","46.83","46.83"
"321","47.43","47.43","47.43"
"322","47.81","47.81","47.81"
"323","46.7","46.7","46.7"
"324","46.58","46.58","46.58"
"325","47.32","47.32","47.32"
"326","47.09","47.09","47.09"
"327","46.93","46.93","46.93"
"328","47.21","47.21","47.21"
"329","46.2","46.2","46.2"
"330","47.53","47.53","47.53"
"331","46.83","46.83","46.83"
"332","47.48","47.48","47.48"
"333","47.84","47.84","47.84"
"334","48.01","48.01","48.01"
"335","48.86","48.86","48.86"
"336","48.27","48.27","48.27"
"337","48.04","48.04","48.04"
"338","47.96","47.96","47.96"
"339","47.56","47.56","47.56"
"340","48.76","48.76","48.76"
"341","48.97","48.97","48.97"
"342","48.46","48.46","48.46"
"343","48.93","48.93","48.93"
"344","48.64","48.64","48.64"
"345","48.95","48.95","48.95"
"346","50.13","50.13","50.13"
"347","50.08","50.08","50.08"
"348","49.76","49.76","49.76"
"349","51.5","51.5","51.5"
"350","50.16","50.16","50.16"
"351","51.26","51.26","51.26"
"352","51.12","51.12","51.12"
"353","51.92","51.92","51.92"
"354","51.51","51.51","51.51"
"355","52.32","52.32","52.32"
"356","51.9","51.9","51.9"
"357","52.72","52.72","52.72"
