"Step","base1279 - valid_arithmetic_perfect","base1279 - valid_arithmetic_perfect__MIN","base1279 - valid_arithmetic_perfect__MAX"
"533","46.92","46.92","46.92"
"534","48.15","48.15","48.15"
"535","48.13","48.13","48.13"
"536","47.24","47.24","47.24"
"537","47.14","47.14","47.14"
"538","48.32","48.32","48.32"
"539","46.89","46.89","46.89"
"540","47.61","47.61","47.61"
"541","46.78","46.78","46.78"
"542","47.69","47.69","47.69"
"543","48.08","48.08","48.08"
"544","48.17","48.17","48.17"
"545","47.8","47.8","47.8"
"546","46.67","46.67","46.67"
"547","47.01","47.01","47.01"
"548","47.9","47.9","47.9"
"549","47.55","47.55","47.55"
"550","47.81","47.81","47.81"
"551","47.9","47.9","47.9"
"552","47.42","47.42","47.42"
"553","48.54","48.54","48.54"
"554","46.84","46.84","46.84"
"555","48.54","48.54","48.54"
"556","47.93","47.93","47.93"
"557","47.87","47.87","47.87"
"558","48.16","48.16","48.16"
"559","47.71","47.71","47.71"
"560","47.67","47.67","47.67"
"561","48.21","48.21","48.21"
"562","47.98","47.98","47.98"
"563","48.68","48.68","48.68"
"564","48.54","48.54","48.54"
"565","48.23","48.23","48.23"
"566","48.48","48.48","48.48"
"567","47.59","47.59","47.59"
"568","47.93","47.93","47.93"
"569","48.37","48.37","48.37"
"570","47.44","47.44","47.44"
"571","47.81","47.81","47.81"
"572","48.11","48.11","48.11"
"573","48.93","48.93","48.93"
"574","48.83","48.83","48.83"
"575","48.14","48.14","48.14"
"576","47.36","47.36","47.36"
"577","48.98","48.98","48.98"
"578","49.45","49.45","49.45"
"579","48.24","48.24","48.24"
"580","48.58","48.58","48.58"
"581","48.77","48.77","48.77"
"582","48.06","48.06","48.06"
"583","48.19","48.19","48.19"
"584","48.37","48.37","48.37"
"585","49.02","49.02","49.02"
"586","47.61","47.61","47.61"
"587","48.19","48.19","48.19"
"588","48.22","48.22","48.22"
"589","48.52","48.52","48.52"
"590","48.83","48.83","48.83"
"591","48.55","48.55","48.55"
"592","48.92","48.92","48.92"
"593","48.84","48.84","48.84"
"594","48.13","48.13","48.13"
"595","48.48","48.48","48.48"
"596","49.12","49.12","49.12"
"597","48.27","48.27","48.27"
"598","47.83","47.83","47.83"
"599","48.71","48.71","48.71"
"600","48.38","48.38","48.38"
"601","48.36","48.36","48.36"
"602","47.22","47.22","47.22"
"603","47.53","47.53","47.53"
"604","47.74","47.74","47.74"
"605","48.55","48.55","48.55"
"606","48.48","48.48","48.48"
"607","48.36","48.36","48.36"
"608","48.26","48.26","48.26"
"609","47.85","47.85","47.85"
"610","48.84","48.84","48.84"
"611","48.92","48.92","48.92"
"612","48.26","48.26","48.26"
"613","48.65","48.65","48.65"
"614","48.01","48.01","48.01"
"615","49.06","49.06","49.06"
"616","48.11","48.11","48.11"
"617","48.65","48.65","48.65"
"618","48.6","48.6","48.6"
"619","48.13","48.13","48.13"
"620","49.74","49.74","49.74"
"621","48.56","48.56","48.56"
"622","48.51","48.51","48.51"
"623","48.85","48.85","48.85"
"624","48.4","48.4","48.4"
"625","48.84","48.84","48.84"
"626","49.05","49.05","49.05"
"627","50.4","50.4","50.4"
"628","49.18","49.18","49.18"
"629","48.99","48.99","48.99"
"630","48.75","48.75","48.75"
"631","49.33","49.33","49.33"
"632","49.59","49.59","49.59"
"633","49.4","49.4","49.4"
"634","49.42","49.42","49.42"
"635","49.19","49.19","49.19"
"636","49.55","49.55","49.55"
"637","48.55","48.55","48.55"
"638","49.04","49.04","49.04"
"639","49.28","49.28","49.28"
"640","50.13","50.13","50.13"
"641","49.82","49.82","49.82"
"642","49.25","49.25","49.25"
"643","50.12","50.12","50.12"
"644","49.46","49.46","49.46"
"645","50.13","50.13","50.13"
"646","49.66","49.66","49.66"
"647","48.93","48.93","48.93"
"648","49.85","49.85","49.85"
"649","50.36","50.36","50.36"
"650","50.37","50.37","50.37"
"651","50.39","50.39","50.39"
"652","50.66","50.66","50.66"
"653","49.64","49.64","49.64"
"654","50.93","50.93","50.93"
"655","49.89","49.89","49.89"
"656","51.29","51.29","51.29"
"657","51.21","51.21","51.21"
"658","51.08","51.08","51.08"
"659","51.19","51.19","51.19"
"660","51.95","51.95","51.95"
"661","51.95","51.95","51.95"
"662","52.34","52.34","52.34"
"663","53.72","53.72","53.72"
"664","52.18","52.18","52.18"
"665","52.73","52.73","52.73"
"666","53.42","53.42","53.42"
"667","53.34","53.34","53.34"
"668","53.25","53.25","53.25"
"669","53.23","53.23","53.23"
"670","54.26","54.26","54.26"
"671","53.69","53.69","53.69"
"672","53.3","53.3","53.3"
"673","53.66","53.66","53.66"
"674","54.02","54.02","54.02"
"675","54.79","54.79","54.79"
"676","53.52","53.52","53.52"
"677","54.48","54.48","54.48"
"678","54.2","54.2","54.2"
"679","54.26","54.26","54.26"
"680","53.91","53.91","53.91"
"681","54.72","54.72","54.72"
"682","54.23","54.23","54.23"
"683","54.57","54.57","54.57"
"684","54.73","54.73","54.73"
"685","54.87","54.87","54.87"
"686","54.47","54.47","54.47"
"687","54.41","54.41","54.41"
"688","54.41","54.41","54.41"
"689","54.87","54.87","54.87"
"690","54.39","54.39","54.39"
"691","55.22","55.22","55.22"
"692","54.9","54.9","54.9"
"693","54.78","54.78","54.78"
"694","54.32","54.32","54.32"
"695","55.13","55.13","55.13"
"696","54.29","54.29","54.29"
"697","54.48","54.48","54.48"
"698","54.83","54.83","54.83"
"699","54.49","54.49","54.49"
"700","55.75","55.75","55.75"
"701","54.06","54.06","54.06"
"702","54.4","54.4","54.4"
"703","54.37","54.37","54.37"
"704","54.47","54.47","54.47"
"705","55.14","55.14","55.14"
"706","56.08","56.08","56.08"
"707","54.91","54.91","54.91"
"708","55","55","55"
"709","53.13","53.13","53.13"
"710","56.16","56.16","56.16"
"711","54.99","54.99","54.99"
"712","54.78","54.78","54.78"
"713","54.93","54.93","54.93"
"714","54.34","54.34","54.34"
"715","55.06","55.06","55.06"
"716","54.5","54.5","54.5"
"717","55.71","55.71","55.71"
"718","55.28","55.28","55.28"
"719","54.99","54.99","54.99"
"720","53.99","53.99","53.99"
"721","55.31","55.31","55.31"
"722","55.07","55.07","55.07"
"723","55.23","55.23","55.23"
"724","55.27","55.27","55.27"
"725","55.13","55.13","55.13"
"726","54.36","54.36","54.36"
"727","54.79","54.79","54.79"
"728","54.62","54.62","54.62"
"729","55.54","55.54","55.54"
"730","54.85","54.85","54.85"
"731","54.63","54.63","54.63"
"732","55.42","55.42","55.42"
"733","54.57","54.57","54.57"
"734","54.26","54.26","54.26"
"735","54.51","54.51","54.51"
"736","55.68","55.68","55.68"
"737","54.6","54.6","54.6"
"738","54.76","54.76","54.76"
"739","54.73","54.73","54.73"
"740","54.78","54.78","54.78"
"741","55.3","55.3","55.3"
"742","55.12","55.12","55.12"
"743","55.07","55.07","55.07"
"744","54.59","54.59","54.59"
"745","56.26","56.26","56.26"
"746","54.76","54.76","54.76"
"747","55.26","55.26","55.26"
"748","55.28","55.28","55.28"
"749","54.94","54.94","54.94"
"750","55.03","55.03","55.03"
"751","54.5","54.5","54.5"
"752","55.3","55.3","55.3"
"753","55.08","55.08","55.08"
"754","55.1","55.1","55.1"
"755","55.09","55.09","55.09"
"756","55.36","55.36","55.36"
"757","56.01","56.01","56.01"
"758","54.62","54.62","54.62"
"759","54.87","54.87","54.87"
"760","55.02","55.02","55.02"
"761","54.75","54.75","54.75"
"762","53.68","53.68","53.68"
"763","55.37","55.37","55.37"
"764","54.32","54.32","54.32"
"765","54.72","54.72","54.72"
"766","55.5","55.5","55.5"
"767","55.35","55.35","55.35"
"768","54.51","54.51","54.51"
"769","54.5","54.5","54.5"
"770","55.2","55.2","55.2"
"771","54.08","54.08","54.08"
"772","54.57","54.57","54.57"
"773","55.18","55.18","55.18"
"774","54.55","54.55","54.55"
"775","55.48","55.48","55.48"
"776","54.54","54.54","54.54"
"777","55.02","55.02","55.02"
"778","54.67","54.67","54.67"
"779","54.84","54.84","54.84"
"780","54.84","54.84","54.84"
"781","55.03","55.03","55.03"
"782","54.74","54.74","54.74"
"783","56.21","56.21","56.21"
"784","54.84","54.84","54.84"
"785","55.46","55.46","55.46"
"786","54.12","54.12","54.12"
"787","55.08","55.08","55.08"
"788","54.4","54.4","54.4"
"789","55.08","55.08","55.08"
"790","54.87","54.87","54.87"
"791","54.72","54.72","54.72"
"792","54.6","54.6","54.6"
"793","55.08","55.08","55.08"
"794","54.9","54.9","54.9"
"795","54.54","54.54","54.54"
"796","55.53","55.53","55.53"
"797","54.66","54.66","54.66"
"798","54.9","54.9","54.9"
"799","54.78","54.78","54.78"
"800","53.3","53.3","53.3"
"801","55.03","55.03","55.03"
"802","54.52","54.52","54.52"
"803","54.71","54.71","54.71"
"804","54.84","54.84","54.84"
"805","54.36","54.36","54.36"
"806","55.69","55.69","55.69"
"807","55.02","55.02","55.02"
"808","54.96","54.96","54.96"
"809","54.81","54.81","54.81"
"810","55.68","55.68","55.68"
"811","54.96","54.96","54.96"
"812","55.49","55.49","55.49"
"813","54.29","54.29","54.29"
"814","53.68","53.68","53.68"
"815","55.56","55.56","55.56"
"816","55.02","55.02","55.02"
"817","54.43","54.43","54.43"
"818","54.8","54.8","54.8"
"819","54.93","54.93","54.93"
"820","54.48","54.48","54.48"
"821","53.96","53.96","53.96"
"822","54.44","54.44","54.44"
"823","55.21","55.21","55.21"
"824","54.45","54.45","54.45"
"825","55.34","55.34","55.34"
"826","54.36","54.36","54.36"
"827","54.31","54.31","54.31"
"828","54.86","54.86","54.86"
"829","54.53","54.53","54.53"
"830","54.51","54.51","54.51"
"831","55.65","55.65","55.65"
"832","55.37","55.37","55.37"
"833","54.56","54.56","54.56"
"834","54.99","54.99","54.99"
"835","55.35","55.35","55.35"
"836","54.33","54.33","54.33"
"837","54.59","54.59","54.59"
"838","55.2","55.2","55.2"
"839","55.23","55.23","55.23"
"840","54.85","54.85","54.85"
"841","55.21","55.21","55.21"
"842","55","55","55"
"843","54.22","54.22","54.22"
"844","55.45","55.45","55.45"
"845","54.02","54.02","54.02"
"846","55.65","55.65","55.65"
"847","54.79","54.79","54.79"
"848","56.26","56.26","56.26"
"849","54.6","54.6","54.6"
"850","55.67","55.67","55.67"
"851","55.51","55.51","55.51"
"852","56.15","56.15","56.15"
"853","53.96","53.96","53.96"
"854","54.72","54.72","54.72"
"855","54.8","54.8","54.8"
"856","55.18","55.18","55.18"
"857","55.16","55.16","55.16"
"858","54.54","54.54","54.54"
"859","55.55","55.55","55.55"
"860","54.89","54.89","54.89"
"861","54.48","54.48","54.48"
"862","54.82","54.82","54.82"
"863","54.7","54.7","54.7"
"864","54.53","54.53","54.53"
"865","55.19","55.19","55.19"
"866","54.06","54.06","54.06"
"867","55.04","55.04","55.04"
"868","55.33","55.33","55.33"
"869","55.77","55.77","55.77"
"870","54.66","54.66","54.66"
"871","55.03","55.03","55.03"
"872","54.68","54.68","54.68"
"873","54.18","54.18","54.18"
"874","53.76","53.76","53.76"
"875","55.14","55.14","55.14"
"876","54.46","54.46","54.46"
"877","54.6","54.6","54.6"
"878","55.18","55.18","55.18"
"879","55.59","55.59","55.59"
"880","54.31","54.31","54.31"
"881","54.85","54.85","54.85"
"882","54.55","54.55","54.55"
"883","54.35","54.35","54.35"
"884","55.24","55.24","55.24"
"885","55.63","55.63","55.63"
"886","54.98","54.98","54.98"
"887","54.03","54.03","54.03"
"888","55.86","55.86","55.86"
"889","54.62","54.62","54.62"
"890","54.47","54.47","54.47"
"891","55.26","55.26","55.26"
"892","55.35","55.35","55.35"
"893","55.35","55.35","55.35"
"894","55.25","55.25","55.25"
"895","55.32","55.32","55.32"
"896","54.5","54.5","54.5"
"897","54.94","54.94","54.94"
"898","54.62","54.62","54.62"
"899","55.64","55.64","55.64"
"900","55.39","55.39","55.39"
"901","55.26","55.26","55.26"
"902","54.44","54.44","54.44"
"903","55.01","55.01","55.01"
"904","55.35","55.35","55.35"
"905","54.77","54.77","54.77"
"906","54.99","54.99","54.99"
"907","55.3","55.3","55.3"
"908","54.91","54.91","54.91"
"909","56.37","56.37","56.37"
"910","54.67","54.67","54.67"
"911","55.61","55.61","55.61"
"912","54.52","54.52","54.52"
"913","54.48","54.48","54.48"
"914","54.57","54.57","54.57"
"915","54.46","54.46","54.46"
"916","54.29","54.29","54.29"
"917","54.87","54.87","54.87"
"918","55.1","55.1","55.1"
"919","54.78","54.78","54.78"
"920","55.4","55.4","55.4"
"921","54.91","54.91","54.91"
"922","54.43","54.43","54.43"
"923","54.55","54.55","54.55"
"924","54.35","54.35","54.35"
"925","54.5","54.5","54.5"
"926","55.08","55.08","55.08"
"927","54.38","54.38","54.38"
"928","54.15","54.15","54.15"
"929","55.4","55.4","55.4"
"930","54.94","54.94","54.94"
"931","54.68","54.68","54.68"
"932","55.1","55.1","55.1"
"933","54.75","54.75","54.75"
"934","55.37","55.37","55.37"
"935","55.67","55.67","55.67"
"936","54.75","54.75","54.75"
"937","54.75","54.75","54.75"
"938","53.91","53.91","53.91"
"939","55.05","55.05","55.05"
"940","54.64","54.64","54.64"
"941","54.85","54.85","54.85"
"942","54.72","54.72","54.72"
"943","54.74","54.74","54.74"
"944","54.12","54.12","54.12"
"945","55.33","55.33","55.33"
"946","54.83","54.83","54.83"
"947","54.57","54.57","54.57"
"948","55.17","55.17","55.17"
"949","54.49","54.49","54.49"
"950","54.5","54.5","54.5"
"951","54.37","54.37","54.37"
"952","54.9","54.9","54.9"
"953","54.72","54.72","54.72"
"954","54.6","54.6","54.6"
"955","54.06","54.06","54.06"
"956","55.02","55.02","55.02"
"957","55.08","55.08","55.08"
"958","55.71","55.71","55.71"
"959","54.86","54.86","54.86"
"960","55.31","55.31","55.31"
"961","54.88","54.88","54.88"
"962","55.48","55.48","55.48"
"963","54.36","54.36","54.36"
"964","55.57","55.57","55.57"
"965","55.05","55.05","55.05"
"966","54.99","54.99","54.99"
"967","54.63","54.63","54.63"
"968","54.67","54.67","54.67"
"969","55.14","55.14","55.14"
"970","54.68","54.68","54.68"
"971","54.34","54.34","54.34"
"972","55.14","55.14","55.14"
"973","54.37","54.37","54.37"
"974","55.75","55.75","55.75"
"975","54.53","54.53","54.53"
"976","55.21","55.21","55.21"
"977","54.35","54.35","54.35"
"978","54.54","54.54","54.54"
"979","55.36","55.36","55.36"
"980","55.02","55.02","55.02"
"981","55.1","55.1","55.1"
"982","54.82","54.82","54.82"
"983","54.62","54.62","54.62"
"984","55.17","55.17","55.17"
"985","55.28","55.28","55.28"
"986","55.08","55.08","55.08"
"987","54.38","54.38","54.38"
"988","55.32","55.32","55.32"
"989","55.03","55.03","55.03"
"990","55.61","55.61","55.61"
"991","54.89","54.89","54.89"
"992","55.73","55.73","55.73"
"993","55.8","55.8","55.8"
"994","54.8","54.8","54.8"
"995","54.83","54.83","54.83"
"996","54.76","54.76","54.76"
"997","54.8","54.8","54.8"
"998","55.17","55.17","55.17"
"999","54.56","54.56","54.56"
"1000","54.99","54.99","54.99"
"1001","54.74","54.74","54.74"
"1002","55.57","55.57","55.57"
"1003","54.79","54.79","54.79"
"1004","55.69","55.69","55.69"
"1005","55.68","55.68","55.68"
"1006","55.49","55.49","55.49"
"1007","55.15","55.15","55.15"
"1008","54.97","54.97","54.97"
"1009","56.07","56.07","56.07"
"1010","54.97","54.97","54.97"
"1011","55.22","55.22","55.22"
"1012","54.69","54.69","54.69"
"1013","54.31","54.31","54.31"
"1014","54.54","54.54","54.54"
"1015","54.74","54.74","54.74"
"1016","54.34","54.34","54.34"
"1017","55.04","55.04","55.04"
"1018","55.14","55.14","55.14"
"1019","54.24","54.24","54.24"
"1020","53.75","53.75","53.75"
"1021","54.93","54.93","54.93"
"1022","55.3","55.3","55.3"
"1023","55.01","55.01","55.01"
"1024","55.07","55.07","55.07"
"1025","53.92","53.92","53.92"
"1026","54.66","54.66","54.66"
"1027","54.64","54.64","54.64"
"1028","54.54","54.54","54.54"
"1030","56","56","56"
"1031","55.41","55.41","55.41"
"1032","55.23","55.23","55.23"
"1033","55.48","55.48","55.48"
"1034","54.97","54.97","54.97"
"1035","55.58","55.58","55.58"
"1036","55.39","55.39","55.39"
"1037","55.13","55.13","55.13"
"1038","54.65","54.65","54.65"
"1039","55.15","55.15","55.15"
"1040","54.47","54.47","54.47"
"1041","55.33","55.33","55.33"
"1042","54.32","54.32","54.32"
"1043","55.33","55.33","55.33"
"1044","54.84","54.84","54.84"
"1045","54.34","54.34","54.34"
"1046","55.66","55.66","55.66"
"1047","54.89","54.89","54.89"
"1048","54.32","54.32","54.32"
"1049","55.29","55.29","55.29"
"1050","54.66","54.66","54.66"
"1051","55.11","55.11","55.11"
"1052","54.76","54.76","54.76"
"1053","54.56","54.56","54.56"
"1054","54.09","54.09","54.09"
"1055","54.31","54.31","54.31"
"1056","53.87","53.87","53.87"
"1057","54.48","54.48","54.48"
"1058","54.98","54.98","54.98"
"1059","54.96","54.96","54.96"
"1060","55.44","55.44","55.44"
"1061","54.91","54.91","54.91"
"1062","54.9","54.9","54.9"
"1063","55.05","55.05","55.05"
"1064","53.92","53.92","53.92"
"1065","55.38","55.38","55.38"
"1066","54.74","54.74","54.74"
"1067","54.68","54.68","54.68"
