"Step","base999 - valid_arithmetic_perfect","base999 - valid_arithmetic_perfect__MIN","base999 - valid_arithmetic_perfect__MAX"
"861","67.94","67.94","67.94"
"862","67.09","67.09","67.09"
"863","67.22","67.22","67.22"
"864","67.89","67.89","67.89"
"865","67.06","67.06","67.06"
"866","68.24","68.24","68.24"
"867","67.15","67.15","67.15"
"868","67.02","67.02","67.02"
"869","68.36","68.36","68.36"
"870","67.04","67.04","67.04"
"871","67.41","67.41","67.41"
"872","67.4","67.4","67.4"
"873","67.48","67.48","67.48"
"874","66.98","66.98","66.98"
"875","67.84","67.84","67.84"
"876","66.94","66.94","66.94"
"877","66.96","66.96","66.96"
"878","67.5","67.5","67.5"
"879","67.56","67.56","67.56"
"880","67.4","67.4","67.4"
"881","67.67","67.67","67.67"
"882","67.96","67.96","67.96"
"883","67.05","67.05","67.05"
"884","67.93","67.93","67.93"
"885","67.38","67.38","67.38"
"886","67.36","67.36","67.36"
"887","67.47","67.47","67.47"
"888","67.4","67.4","67.4"
"889","67.92","67.92","67.92"
"890","67.23","67.23","67.23"
"891","67.3","67.3","67.3"
"892","67.9","67.9","67.9"
"893","67.04","67.04","67.04"
"894","67.53","67.53","67.53"
"895","67.41","67.41","67.41"
"896","67.9","67.9","67.9"
"897","67.3","67.3","67.3"
"898","67.36","67.36","67.36"
"899","67.86","67.86","67.86"
"900","67.35","67.35","67.35"
"901","67.48","67.48","67.48"
"902","67.5","67.5","67.5"
"903","68.4","68.4","68.4"
"904","67.63","67.63","67.63"
"905","67.96","67.96","67.96"
"906","67.78","67.78","67.78"
"907","67.45","67.45","67.45"
"908","67.74","67.74","67.74"
"909","67.55","67.55","67.55"
"910","68.97","68.97","68.97"
"911","66.4","66.4","66.4"
"912","67.33","67.33","67.33"
"913","67.45","67.45","67.45"
"914","67.4","67.4","67.4"
"915","67.98","67.98","67.98"
"916","68.25","68.25","68.25"
"917","68.06","68.06","68.06"
"918","68.2","68.2","68.2"
"919","68.46","68.46","68.46"
"920","68.25","68.25","68.25"
"921","67.49","67.49","67.49"
"922","67.36","67.36","67.36"
"923","67.53","67.53","67.53"
"924","67.99","67.99","67.99"
"925","67.7","67.7","67.7"
"926","67.41","67.41","67.41"
"927","67.53","67.53","67.53"
"928","67.52","67.52","67.52"
"929","67.69","67.69","67.69"
"930","67.63","67.63","67.63"
"931","67.8","67.8","67.8"
"932","67.34","67.34","67.34"
"933","68.21","68.21","68.21"
"934","67.73","67.73","67.73"
"935","68.19","68.19","68.19"
"936","67.86","67.86","67.86"
"937","68.22","68.22","68.22"
"938","68.8","68.8","68.8"
"939","68.53","68.53","68.53"
"940","67.41","67.41","67.41"
"941","68.48","68.48","68.48"
"942","67.44","67.44","67.44"
"943","67.99","67.99","67.99"
"944","67.42","67.42","67.42"
"945","68.7","68.7","68.7"
"946","67.43","67.43","67.43"
"947","67.95","67.95","67.95"
"948","67.88","67.88","67.88"
"949","68.26","68.26","68.26"
"950","67.75","67.75","67.75"
"951","68.34","68.34","68.34"
"952","67.7","67.7","67.7"
"953","67.8","67.8","67.8"
"954","67.66","67.66","67.66"
"955","69.01","69.01","69.01"
"956","68.26","68.26","68.26"
"957","68.71","68.71","68.71"
"958","68.2","68.2","68.2"
"959","68.23","68.23","68.23"
"960","68.09","68.09","68.09"
"961","68.58","68.58","68.58"
"962","68.23","68.23","68.23"
"963","67.91","67.91","67.91"
"964","67.95","67.95","67.95"
"965","67.76","67.76","67.76"
"966","67.7","67.7","67.7"
"967","67.89","67.89","67.89"
"968","68.46","68.46","68.46"
"969","68.02","68.02","68.02"
"970","67.7","67.7","67.7"
"971","68.63","68.63","68.63"
"972","68.25","68.25","68.25"
"973","68.4","68.4","68.4"
"974","69.7","69.7","69.7"
"975","68.84","68.84","68.84"
"976","69.07","69.07","69.07"
"977","68.56","68.56","68.56"
"978","68.08","68.08","68.08"
"979","67.68","67.68","67.68"
"980","68.26","68.26","68.26"
"981","69.12","69.12","69.12"
"982","67.94","67.94","67.94"
"983","68.51","68.51","68.51"
"984","68.4","68.4","68.4"
"985","68.79","68.79","68.79"
"986","68.62","68.62","68.62"
"987","67.78","67.78","67.78"
"988","68.39","68.39","68.39"
"989","67.56","67.56","67.56"
"990","68.71","68.71","68.71"
"991","67.29","67.29","67.29"
"992","68.72","68.72","68.72"
"993","69.17","69.17","69.17"
"994","68.74","68.74","68.74"
"995","68.75","68.75","68.75"
"996","68.19","68.19","68.19"
"997","68.8","68.8","68.8"
"998","68.8","68.8","68.8"
"999","68.16","68.16","68.16"
